dataset,series,condition,llm_provider,llm_engine,temperature,top_k,max_iter,seed,repeat_id,chunk_size,run_dir,rule_path,held_out_window_pool_count,heldout_anomaly_support_rate,heldout_normal_violation_rate,heldout_support_gap,heldout_anomaly_window_count,heldout_normal_window_count,heldout_total_window_count,local_evidence_support_rate,local_normal_reference_violation_rate,local_support_gap,trace_path,selected_candidate_type,split_test_total_points,split_test_anomaly_point_count,split_test_anomaly_event_count
88cf3a776ba00e7c,88cf3a776ba00e7c,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_01,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_01/rule_iter0_0.py,37,0.1111111111111111,0.0,0.1111111111111111,9,28,37,1.0,0.0,1.0,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_01/selection_trace_iter_451_call_0.json,event_bounded_short,19631,1154,14
88cf3a776ba00e7c,88cf3a776ba00e7c,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_02,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_02/rule_iter0_0.py,37,0.1111111111111111,0.0,0.1111111111111111,9,28,37,1.0,0.0,1.0,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_02/selection_trace_iter_451_call_0.json,event_bounded_short,19631,1154,14
88cf3a776ba00e7c,88cf3a776ba00e7c,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_03,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_03/rule_iter0_0.py,37,0.2222222222222222,0.0,0.2222222222222222,9,28,37,1.0,0.0,1.0,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_03/selection_trace_iter_451_call_0.json,event_bounded_short,19631,1154,14
88cf3a776ba00e7c,88cf3a776ba00e7c,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_04,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_04/rule_iter0_0.py,37,0.1111111111111111,0.0,0.1111111111111111,9,28,37,1.0,0.0,1.0,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_04/selection_trace_iter_451_call_0.json,event_bounded_short,19631,1154,14
88cf3a776ba00e7c,88cf3a776ba00e7c,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_05,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_05/rule_iter0_0.py,37,0.1111111111111111,0.0,0.1111111111111111,9,28,37,1.0,0.0,1.0,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/88cf3a776ba00e7c/chunk_250/run_05/selection_trace_iter_451_call_0.json,event_bounded_short,19631,1154,14
9ee5879409dccef9,9ee5879409dccef9,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_01,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_01/rule_iter0_4.py,37,0.25,0.0,0.25,12,25,37,1.0,0.0,1.0,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_01/selection_trace_iter_451_call_0.json,event_bounded_short,19635,799,14
9ee5879409dccef9,9ee5879409dccef9,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_02,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_02/rule_iter0_3.py,37,0.08333333333333333,0.0,0.08333333333333333,12,25,37,1.0,0.0,1.0,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_02/selection_trace_iter_451_call_0.json,event_bounded_short,19635,799,14
9ee5879409dccef9,9ee5879409dccef9,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_03,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_03/rule_iter0_3.py,37,0.16666666666666666,0.0,0.16666666666666666,12,25,37,1.0,0.0,1.0,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_03/selection_trace_iter_451_call_0.json,event_bounded_short,19635,799,14
9ee5879409dccef9,9ee5879409dccef9,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_04,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_04/rule_iter0_0.py,37,0.16666666666666666,0.0,0.16666666666666666,12,25,37,1.0,0.0,1.0,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_04/selection_trace_iter_451_call_0.json,event_bounded_short,19635,799,14
9ee5879409dccef9,9ee5879409dccef9,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_05,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_05/rule_iter0_1.py,37,0.16666666666666666,0.0,0.16666666666666666,12,25,37,1.0,0.0,1.0,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/event_bounded_reference/9ee5879409dccef9/chunk_250/run_05/selection_trace_iter_451_call_0.json,event_bounded_short,19635,799,14
88cf3a776ba00e7c,88cf3a776ba00e7c,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/88cf3a776ba00e7c/chunk_250/run_01,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/88cf3a776ba00e7c/chunk_250/run_01/rule_iter0_1.py,37,0.2222222222222222,0.07142857142857142,0.15079365079365079,9,28,37,nan,nan,nan,,,19631,1154,14
88cf3a776ba00e7c,88cf3a776ba00e7c,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/88cf3a776ba00e7c/chunk_250/run_02,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/88cf3a776ba00e7c/chunk_250/run_02/rule_iter0_3.py,37,1.0,1.0,0.0,9,28,37,nan,nan,nan,,,19631,1154,14
88cf3a776ba00e7c,88cf3a776ba00e7c,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/88cf3a776ba00e7c/chunk_250/run_03,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/88cf3a776ba00e7c/chunk_250/run_03/rule_iter0_0.py,37,1.0,0.8571428571428571,0.1428571428571429,9,28,37,nan,nan,nan,,,19631,1154,14
88cf3a776ba00e7c,88cf3a776ba00e7c,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/88cf3a776ba00e7c/chunk_250/run_04,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/88cf3a776ba00e7c/chunk_250/run_04/rule_iter0_3.py,37,0.2222222222222222,0.2857142857142857,-0.06349206349206349,9,28,37,nan,nan,nan,,,19631,1154,14
88cf3a776ba00e7c,88cf3a776ba00e7c,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/88cf3a776ba00e7c/chunk_250/run_05,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/88cf3a776ba00e7c/chunk_250/run_05/rule_iter0_0.py,37,1.0,0.8571428571428571,0.1428571428571429,9,28,37,nan,nan,nan,,,19631,1154,14
9ee5879409dccef9,9ee5879409dccef9,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/9ee5879409dccef9/chunk_250/run_01,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/9ee5879409dccef9/chunk_250/run_01/rule_iter0_1.py,37,0.4166666666666667,0.04,0.3766666666666667,12,25,37,nan,nan,nan,,,19635,799,14
9ee5879409dccef9,9ee5879409dccef9,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/9ee5879409dccef9/chunk_250/run_02,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/9ee5879409dccef9/chunk_250/run_02/rule_iter0_0.py,37,0.25,0.0,0.25,12,25,37,nan,nan,nan,,,19635,799,14
9ee5879409dccef9,9ee5879409dccef9,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/9ee5879409dccef9/chunk_250/run_03,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/9ee5879409dccef9/chunk_250/run_03/rule_iter0_3.py,37,0.25,0.04,0.21,12,25,37,nan,nan,nan,,,19635,799,14
9ee5879409dccef9,9ee5879409dccef9,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/9ee5879409dccef9/chunk_250/run_04,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/9ee5879409dccef9/chunk_250/run_04/rule_iter0_2.py,37,0.25,0.04,0.21,12,25,37,nan,nan,nan,,,19635,799,14
9ee5879409dccef9,9ee5879409dccef9,fixed,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/9ee5879409dccef9/chunk_250/run_05,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/fixed/9ee5879409dccef9/chunk_250/run_05/rule_iter0_4.py,37,0.3333333333333333,0.04,0.29333333333333333,12,25,37,nan,nan,nan,,,19635,799,14
88cf3a776ba00e7c,88cf3a776ba00e7c,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_01,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_01/rule_iter0_3.py,37,0.4444444444444444,0.0,0.4444444444444444,9,28,37,0.0,nan,nan,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_01/selection_trace_iter_451_call_0.json,random_segment,19631,1154,14
88cf3a776ba00e7c,88cf3a776ba00e7c,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_02,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_02/rule_iter0_4.py,37,0.6666666666666666,0.10714285714285714,0.5595238095238095,9,28,37,0.0,nan,nan,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_02/selection_trace_iter_451_call_0.json,random_segment,19631,1154,14
88cf3a776ba00e7c,88cf3a776ba00e7c,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_03,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_03/rule_iter0_1.py,37,1.0,0.5714285714285714,0.4285714285714286,9,28,37,0.0,nan,nan,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_03/selection_trace_iter_451_call_0.json,random_segment,19631,1154,14
88cf3a776ba00e7c,88cf3a776ba00e7c,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_04,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_04/rule_iter0_0.py,37,0.7777777777777778,0.14285714285714285,0.6349206349206349,9,28,37,0.0,nan,nan,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_04/selection_trace_iter_451_call_0.json,random_segment,19631,1154,14
88cf3a776ba00e7c,88cf3a776ba00e7c,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_05,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_05/rule_iter0_2.py,37,0.8888888888888888,0.17857142857142858,0.7103174603174602,9,28,37,0.0,nan,nan,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/88cf3a776ba00e7c/chunk_250/run_05/selection_trace_iter_451_call_0.json,random_segment,19631,1154,14
9ee5879409dccef9,9ee5879409dccef9,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/9ee5879409dccef9/chunk_250/run_01,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/9ee5879409dccef9/chunk_250/run_01/rule_iter0_2.py,37,0.3333333333333333,0.0,0.3333333333333333,12,25,37,0.0,nan,nan,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/9ee5879409dccef9/chunk_250/run_01/selection_trace_iter_451_call_0.json,random_segment,19635,799,14
9ee5879409dccef9,9ee5879409dccef9,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/9ee5879409dccef9/chunk_250/run_02,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/9ee5879409dccef9/chunk_250/run_02/rule_iter0_1.py,37,0.5,0.0,0.5,12,25,37,0.0,nan,nan,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/9ee5879409dccef9/chunk_250/run_02/selection_trace_iter_451_call_0.json,random_segment,19635,799,14
9ee5879409dccef9,9ee5879409dccef9,evidence,chatgpt-oauth,gpt-5.4-mini,0.0,5,1,8,1,250,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/9ee5879409dccef9/chunk_250/run_03,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/9ee5879409dccef9/chunk_250/run_03/rule_iter0_0.py,37,0.4166666666666667,0.12,0.2966666666666667,12,25,37,0.0,nan,nan,/mnt/c/Users/hyun/Documents/papers/argos/experiments/final_decision_phase2_comparison_gpt54mini/random/9ee5879409dccef9/chunk_250/run_03/selection_trace_iter_451_call_0.json,random_segment,19635,799,14
